asset,minute,spread_bps,best_bid_changed,best_ask_changed,book_state_changed,quote_updates,informed_share,informed_ratio,n_takers,n_classified,spread_lag1,informed_share_lag1,quote_updates_lag1,spread_lead1,informed_share_lead1,spread_lag2,informed_share_lag2,quote_updates_lag2,spread_lead2,informed_share_lead2,spread_lag3,informed_share_lag3,quote_updates_lag3,spread_lead3,informed_share_lead3,spread_lag4,informed_share_lag4,quote_updates_lag4,spread_lead4,informed_share_lead4,spread_lag5,informed_share_lag5,quote_updates_lag5,spread_lead5,informed_share_lead5,spread_change,informed_share_change,date,hour,minute_of_hour,is_outage,is_outage_day
BTC,2025-07-30 16:05:00+00:00,0.0848403093277678,26,32,108,58,0.9767441860465116,42.0,463,43,0.0848172823694556,0.7777777777777778,13.0,0.08487487321815813,0.02857142857142857,0.0848208795076996,1.0,39.0,0.08490081462943608,0.9824561403508771,0.08479139198398256,1.0,38.0,0.08493831354978447,0.42857142857142855,0.08475617766589963,1.0,30.0,0.08494264248066492,0.6666666666666666,0.08472386374708232,0.5833333333333334,28.0,0.08494264248066492,0.38461538461538464,2.3026958312202805e-05,0.1989664082687338,2025-07-30,16,5,False,False
BTC,2025-07-30 16:06:00+00:00,0.08487487321815813,24,23,111,47,0.02857142857142857,0.029411764705882353,555,175,0.0848403093277678,0.9767441860465116,58.0,0.08490081462943608,0.9824561403508771,0.0848172823694556,0.7777777777777778,13.0,0.08493831354978447,0.42857142857142855,0.0848208795076996,1.0,39.0,0.08494264248066492,0.6666666666666666,0.08479139198398256,1.0,38.0,0.08494264248066492,0.38461538461538464,0.08475617766589963,1.0,30.0,0.0849772898192958,1.0,3.456389039033225e-05,-0.948172757475083,2025-07-30,16,6,False,False
BTC,2025-07-30 16:07:00+00:00,0.08490081462943608,17,16,109,33,0.9824561403508771,56.0,225,57,0.08487487321815813,0.02857142857142857,47.0,0.08493831354978447,0.42857142857142855,0.0848403093277678,0.9767441860465116,58.0,0.08494264248066492,0.6666666666666666,0.0848172823694556,0.7777777777777778,13.0,0.08494264248066492,0.38461538461538464,0.0848208795076996,1.0,39.0,0.0849772898192958,1.0,0.08479139198398256,1.0,38.0,0.08494552867973411,1.0,2.5941411277943804e-05,0.9538847117794486,2025-07-30,16,7,False,False
BTC,2025-07-30 16:08:00+00:00,0.08493831354978447,20,19,110,39,0.42857142857142855,0.75,317,7,0.08490081462943608,0.9824561403508771,33.0,0.08494264248066492,0.6666666666666666,0.08487487321815813,0.02857142857142857,47.0,0.08494264248066492,0.38461538461538464,0.0848403093277678,0.9767441860465116,58.0,0.0849772898192958,1.0,0.0848172823694556,0.7777777777777778,13.0,0.08494552867973411,1.0,0.0848208795076996,1.0,39.0,0.08488495965842292,0.5606060606060606,3.749892034839164e-05,-0.5538847117794485,2025-07-30,16,8,False,False
BTC,2025-07-30 16:09:00+00:00,0.08494264248066492,4,5,107,9,0.6666666666666666,2.0,158,36,0.08493831354978447,0.42857142857142855,39.0,0.08494264248066492,0.38461538461538464,0.08490081462943608,0.9824561403508771,33.0,0.0849772898192958,1.0,0.08487487321815813,0.02857142857142857,47.0,0.08494552867973411,1.0,0.0848403093277678,0.9767441860465116,58.0,0.08488495965842292,0.5606060606060606,0.0848172823694556,0.7777777777777778,13.0,0.08484102912168325,0.9428571428571428,4.328930880453941e-06,0.23809523809523808,2025-07-30,16,9,False,False
BTC,2025-07-30 16:10:00+00:00,0.08494264248066492,11,10,105,21,0.38461538461538464,0.625,154,13,0.08494264248066492,0.6666666666666666,9.0,0.0849772898192958,1.0,0.08493831354978447,0.42857142857142855,39.0,0.08494552867973411,1.0,0.08490081462943608,0.9824561403508771,33.0,0.08488495965842292,0.5606060606060606,0.08487487321815813,0.02857142857142857,47.0,0.08484102912168325,0.9428571428571428,0.0848403093277678,0.9767441860465116,58.0,0.08488640077416397,0.3333333333333333,0.0,-0.282051282051282,2025-07-30,16,10,False,False
BTC,2025-07-30 16:11:00+00:00,0.0849772898192958,17,17,109,34,1.0,,185,1,0.08494264248066492,0.38461538461538464,21.0,0.08494552867973411,1.0,0.08494264248066492,0.6666666666666666,9.0,0.08488495965842292,0.5606060606060606,0.08493831354978447,0.42857142857142855,39.0,0.08484102912168325,0.9428571428571428,0.08490081462943608,0.9824561403508771,33.0,0.08488640077416397,0.3333333333333333,0.08487487321815813,0.02857142857142857,47.0,0.08485398750100764,0.5,3.4647338630872104e-05,0.6153846153846154,2025-07-30,16,11,False,False
BTC,2025-07-30 16:12:00+00:00,0.08494552867973411,32,31,108,63,1.0,,305,46,0.0849772898192958,1.0,34.0,0.08488495965842292,0.5606060606060606,0.08494264248066492,0.38461538461538464,21.0,0.08484102912168325,0.9428571428571428,0.08494264248066492,0.6666666666666666,9.0,0.08488640077416397,0.3333333333333333,0.08493831354978447,0.42857142857142855,39.0,0.08485398750100764,0.5,0.08490081462943608,0.9824561403508771,33.0,0.08475833280359375,0.4828897338403042,-3.17611395616868e-05,0.0,2025-07-30,16,12,False,False
BTC,2025-07-30 16:13:00+00:00,0.08488495965842292,23,22,108,45,0.5606060606060606,1.2758620689655173,253,66,0.08494552867973411,1.0,63.0,0.08484102912168325,0.9428571428571428,0.0849772898192958,1.0,34.0,0.08488640077416397,0.3333333333333333,0.08494264248066492,0.38461538461538464,21.0,0.08485398750100764,0.5,0.08494264248066492,0.6666666666666666,9.0,0.08475833280359375,0.4828897338403042,0.08493831354978447,0.42857142857142855,39.0,0.08476551738752676,0.9922480620155039,-6.0569021311185356e-05,-0.43939393939393945,2025-07-30,16,13,False,False
BTC,2025-07-30 16:14:00+00:00,0.08484102912168325,16,16,110,32,0.9428571428571428,16.5,332,70,0.08488495965842292,0.5606060606060606,45.0,0.08488640077416397,0.3333333333333333,0.08494552867973411,1.0,63.0,0.08485398750100764,0.5,0.0849772898192958,1.0,34.0,0.08475833280359375,0.4828897338403042,0.08494264248066492,0.38461538461538464,21.0,0.08476551738752676,0.9922480620155039,0.08494264248066492,0.6666666666666666,9.0,0.0848158435995844,0.25,-4.393053673967806e-05,0.3822510822510823,2025-07-30,16,14,False,False
BTC,2025-07-30 16:15:00+00:00,0.08488640077416397,19,18,109,37,0.3333333333333333,0.5,223,6,0.08484102912168325,0.9428571428571428,32.0,0.08485398750100764,0.5,0.08488495965842292,0.5606060606060606,45.0,0.08475833280359375,0.4828897338403042,0.08494552867973411,1.0,63.0,0.08476551738752676,0.9922480620155039,0.0849772898192958,1.0,34.0,0.0848158435995844,0.25,0.08494264248066492,0.38461538461538464,21.0,0.08481440487852457,0.14285714285714285,4.537165248072461e-05,-0.6095238095238096,2025-07-30,16,15,False,False
BTC,2025-07-30 16:16:00+00:00,0.08485398750100764,24,23,110,47,0.5,1.0,248,6,0.08488640077416397,0.3333333333333333,37.0,0.08475833280359375,0.4828897338403042,0.08484102912168325,0.9428571428571428,32.0,0.08476551738752676,0.9922480620155039,0.08488495965842292,0.5606060606060606,45.0,0.0848158435995844,0.25,0.08494552867973411,1.0,63.0,0.08481440487852457,0.14285714285714285,0.0849772898192958,1.0,34.0,0.0848100890081884,0.0,-3.241327315632592e-05,0.16666666666666669,2025-07-30,16,16,False,False
BTC,2025-07-30 16:17:00+00:00,0.08475833280359375,34,33,107,67,0.4828897338403042,0.9338235294117647,903,263,0.08485398750100764,0.5,47.0,0.08476551738752676,0.9922480620155039,0.08488640077416397,0.3333333333333333,37.0,0.0848158435995844,0.25,0.08484102912168325,0.9428571428571428,32.0,0.08481440487852457,0.14285714285714285,0.08488495965842292,0.5606060606060606,45.0,0.0848100890081884,0.0,0.08494552867973411,1.0,63.0,0.08478204655382177,1.0,-9.56546974138911e-05,-0.017110266159695797,2025-07-30,16,17,False,False
BTC,2025-07-30 16:18:00+00:00,0.08476551738752676,23,24,108,47,0.9922480620155039,128.0,319,129,0.08475833280359375,0.4828897338403042,67.0,0.0848158435995844,0.25,0.08485398750100764,0.5,47.0,0.08481440487852457,0.14285714285714285,0.08488640077416397,0.3333333333333333,37.0,0.0848100890081884,0.0,0.08484102912168325,0.9428571428571428,32.0,0.08478204655382177,1.0,0.08488495965842292,0.5606060606060606,45.0,0.08476695445047704,0.9784172661870504,7.184583933006472e-06,0.5093583281751997,2025-07-30,16,18,False,False
BTC,2025-07-30 16:19:00+00:00,0.0848158435995844,22,20,105,42,0.25,0.3333333333333333,362,8,0.08476551738752676,0.9922480620155039,47.0,0.08481440487852457,0.14285714285714285,0.08475833280359375,0.4828897338403042,67.0,0.0848100890081884,0.0,0.08485398750100764,0.5,47.0,0.08478204655382177,1.0,0.08488640077416397,0.3333333333333333,37.0,0.08476695445047704,0.9784172661870504,0.08484102912168325,0.9428571428571428,32.0,0.08476911013626634,0.0,5.032621205763865e-05,-0.7422480620155039,2025-07-30,16,19,False,False
BTC,2025-07-30 16:20:00+00:00,0.08481440487852457,17,18,104,35,0.14285714285714285,0.16666666666666666,121,7,0.0848158435995844,0.25,42.0,0.0848100890081884,0.0,0.08476551738752676,0.9922480620155039,47.0,0.08478204655382177,1.0,0.08475833280359375,0.4828897338403042,67.0,0.08476695445047704,0.9784172661870504,0.08485398750100764,0.5,47.0,0.08476911013626634,0.0,0.08488640077416397,0.3333333333333333,37.0,0.0847913919778864,0.2857142857142857,-1.4387210598293398e-06,-0.10714285714285715,2025-07-30,16,20,False,False
BTC,2025-07-30 16:21:00+00:00,0.0848100890081884,10,10,107,20,0.0,0.0,104,2,0.08481440487852457,0.14285714285714285,35.0,0.08478204655382177,1.0,0.0848158435995844,0.25,42.0,0.08476695445047704,0.9784172661870504,0.08476551738752676,0.9922480620155039,47.0,0.08476911013626634,0.0,0.08475833280359375,0.4828897338403042,67.0,0.0847913919778864,0.2857142857142857,0.08485398750100764,0.5,47.0,0.08479426790748947,1.0,-4.315870336168981e-06,-0.14285714285714285,2025-07-30,16,21,False,False
BTC,2025-07-30 16:22:00+00:00,0.08478204655382177,21,20,109,41,1.0,,119,4,0.0848100890081884,0.0,20.0,0.08476695445047704,0.9784172661870504,0.08481440487852457,0.14285714285714285,35.0,0.08476911013626634,0.0,0.0848158435995844,0.25,42.0,0.0847913919778864,0.2857142857142857,0.08476551738752676,0.9922480620155039,47.0,0.08479426790748947,1.0,0.08475833280359375,0.4828897338403042,67.0,0.08480361602618736,0.3333333333333333,-2.804245436663355e-05,1.0,2025-07-30,16,22,False,False
BTC,2025-07-30 16:23:00+00:00,0.08476695445047704,25,27,109,52,0.9784172661870504,45.333333333333336,259,139,0.08478204655382177,1.0,41.0,0.08476911013626634,0.0,0.0848100890081884,0.0,20.0,0.0847913919778864,0.2857142857142857,0.08481440487852457,0.14285714285714285,35.0,0.08479426790748947,1.0,0.0848158435995844,0.25,42.0,0.08480361602618736,0.3333333333333333,0.08476551738752676,0.9922480620155039,47.0,0.08484462827447238,0.25,-1.5092103344729879e-05,-0.021582733812949617,2025-07-30,16,23,False,False
BTC,2025-07-30 16:24:00+00:00,0.08476911013626634,6,6,101,12,0.0,0.0,107,3,0.08476695445047704,0.9784172661870504,52.0,0.0847913919778864,0.2857142857142857,0.08478204655382177,1.0,41.0,0.08479426790748947,1.0,0.0848100890081884,0.0,20.0,0.08480361602618736,0.3333333333333333,0.08481440487852457,0.14285714285714285,35.0,0.08484462827447238,0.25,0.0848158435995844,0.25,42.0,0.08484606802109274,0.1111111111111111,2.1556857893040293e-06,-0.9784172661870504,2025-07-30,16,24,False,False
BTC,2025-07-30 16:25:00+00:00,0.0847913919778864,18,17,104,35,0.2857142857142857,0.4,189,7,0.08476911013626634,0.0,12.0,0.08479426790748947,1.0,0.08476695445047704,0.9784172661870504,52.0,0.08480361602618736,0.3333333333333333,0.08478204655382177,1.0,41.0,0.08484462827447238,0.25,0.0848100890081884,0.0,20.0,0.08484606802109274,0.1111111111111111,0.08481440487852457,0.14285714285714285,35.0,0.0848518274962347,,2.2281841620064302e-05,0.2857142857142857,2025-07-30,16,25,False,False
BTC,2025-07-30 16:26:00+00:00,0.08479426790748947,28,26,102,54,1.0,,126,10,0.0847913919778864,0.2857142857142857,35.0,0.08480361602618736,0.3333333333333333,0.08476911013626634,0.0,12.0,0.08484462827447238,0.25,0.08476695445047704,0.9784172661870504,52.0,0.08484606802109274,0.1111111111111111,0.08478204655382177,1.0,41.0,0.0848518274962347,,0.0848100890081884,0.0,20.0,0.08482807469960257,0.0,2.8759296030606007e-06,0.7142857142857143,2025-07-30,16,26,False,False
BTC,2025-07-30 16:27:00+00:00,0.08480361602618736,7,7,109,14,0.3333333333333333,0.5,99,9,0.08479426790748947,1.0,54.0,0.08484462827447238,0.25,0.0847913919778864,0.2857142857142857,35.0,0.08484606802109274,0.1111111111111111,0.08476911013626634,0.0,12.0,0.0848518274962347,,0.08476695445047704,0.9784172661870504,52.0,0.08482807469960257,0.0,0.08478204655382177,1.0,41.0,0.08480577357706513,0.0,9.348118697891095e-06,-0.6666666666666667,2025-07-30,16,27,False,False
BTC,2025-07-30 16:28:00+00:00,0.08484462827447238,21,17,110,38,0.25,0.3333333333333333,336,16,0.08480361602618736,0.3333333333333333,14.0,0.08484606802109274,0.1111111111111111,0.08479426790748947,1.0,54.0,0.0848518274962347,,0.0847913919778864,0.2857142857142857,35.0,0.08482807469960257,0.0,0.08476911013626634,0.0,12.0,0.08480577357706513,0.0,0.08476695445047704,0.9784172661870504,52.0,0.08480793123772934,0.0,4.101224828502448e-05,-0.08333333333333331,2025-07-30,16,28,False,False
BTC,2025-07-30 16:29:00+00:00,0.08484606802109274,11,11,102,22,0.1111111111111111,0.125,77,9,0.08484462827447238,0.25,38.0,0.0848518274962347,,0.08480361602618736,0.3333333333333333,14.0,0.08482807469960257,0.0,0.08479426790748947,1.0,54.0,0.08480577357706513,0.0,0.0847913919778864,0.2857142857142857,35.0,0.08480793123772934,0.0,0.08476911013626634,0.0,12.0,0.0848172823694556,1.0,1.4397466203547316e-06,-0.1388888888888889,2025-07-30,16,29,False,False
BTC,2025-07-30 16:32:00+00:00,0.08480577357706513,13,12,110,25,0.0,0.0,136,1,0.08482807469960257,0.0,12.0,0.08480793123772934,0.0,0.0848518274962347,,32.0,0.0848172823694556,1.0,0.08484606802109274,0.1111111111111111,22.0,0.08481368553629813,1.0,0.08484462827447238,0.25,38.0,0.08487991613864285,0.0,0.08480361602618736,0.3333333333333333,14.0,0.08488928315244842,0.0,-2.2301122537440876e-05,0.0,2025-07-30,16,32,False,False
BTC,2025-07-30 16:33:00+00:00,0.08480793123772934,6,6,102,12,0.0,0.0,119,2,0.08480577357706513,0.0,25.0,0.0848172823694556,1.0,0.08482807469960257,0.0,12.0,0.08481368553629813,1.0,0.0848518274962347,,32.0,0.08487991613864285,0.0,0.08484606802109274,0.1111111111111111,22.0,0.08488928315244842,0.0,0.08484462827447238,0.25,38.0,0.08490153544426851,1.0,2.157660664206529e-06,0.0,2025-07-30,16,33,False,False
BTC,2025-07-30 16:34:00+00:00,0.0848172823694556,11,10,103,21,1.0,,113,3,0.08480793123772934,0.0,12.0,0.08481368553629813,1.0,0.08480577357706513,0.0,25.0,0.08487991613864285,0.0,0.08482807469960257,0.0,12.0,0.08488928315244842,0.0,0.0848518274962347,,32.0,0.08490153544426851,1.0,0.08484606802109274,0.1111111111111111,22.0,0.08489288640058405,1.0,9.351131726259565e-06,1.0,2025-07-30,16,34,False,False
BTC,2025-07-30 16:35:00+00:00,0.08481368553629813,13,12,107,25,1.0,,144,3,0.0848172823694556,1.0,21.0,0.08487991613864285,0.0,0.08480793123772934,0.0,12.0,0.08488928315244842,0.0,0.08480577357706513,0.0,25.0,0.08490153544426851,1.0,0.08482807469960257,0.0,12.0,0.08489288640058405,1.0,0.0848518274962347,,32.0,0.08489000377760518,,-3.596833157468171e-06,0.0,2025-07-30,16,35,False,False
BTC,2025-07-30 16:36:00+00:00,0.08487991613864285,19,19,106,38,0.0,0.0,221,11,0.08481368553629813,1.0,25.0,0.08488928315244842,0.0,0.0848172823694556,1.0,21.0,0.08490153544426851,1.0,0.08480793123772934,0.0,12.0,0.08489288640058405,1.0,0.08480577357706513,0.0,25.0,0.08489000377760518,,0.08482807469960257,0.0,12.0,0.08490441885047907,,6.623060234471623e-05,-1.0,2025-07-30,16,36,False,False
BTC,2025-07-30 16:37:00+00:00,0.08488928315244842,15,16,106,31,0.0,0.0,165,1,0.08487991613864285,0.0,38.0,0.08490153544426851,1.0,0.08481368553629813,1.0,25.0,0.08489288640058405,1.0,0.0848172823694556,1.0,21.0,0.08489000377760518,,0.08480793123772934,0.0,12.0,0.08490441885047907,,0.08480577357706513,0.0,25.0,0.08490946528264239,0.0,9.367013805577917e-06,0.0,2025-07-30,16,37,False,False
BTC,2025-07-30 16:38:00+00:00,0.08490153544426851,9,9,104,18,1.0,,138,2,0.08488928315244842,0.0,31.0,0.08489288640058405,1.0,0.08487991613864285,0.0,38.0,0.08489000377760518,,0.08481368553629813,1.0,25.0,0.08490441885047907,,0.0848172823694556,1.0,21.0,0.08490946528264239,0.0,0.08480793123772934,0.0,12.0,0.08490802338366964,,1.2252291820086247e-05,1.0,2025-07-30,16,38,False,False
BTC,2025-07-30 16:39:00+00:00,0.08489288640058405,5,5,106,10,1.0,,90,5,0.08490153544426851,1.0,18.0,0.08489000377760518,,0.08488928315244842,0.0,31.0,0.08490441885047907,,0.08487991613864285,0.0,38.0,0.08490946528264239,0.0,0.08481368553629813,1.0,25.0,0.08490802338366964,,0.0848172823694556,1.0,21.0,0.0848878419388383,1.0,-8.64904368445829e-06,0.0,2025-07-30,16,39,False,False
BTC,2025-07-30 16:45:00+00:00,0.08486983089686194,24,24,106,48,0.0,0.0,172,2,0.0848878419388383,1.0,27.0,0.08485902793983496,0.0,0.08490802338366964,,42.0,0.08485542756528565,0.8,0.08490946528264239,0.0,30.0,0.08489144506462361,1.0,0.08490441885047907,,12.0,0.08487271214995311,,0.08489000377760518,,16.0,0.0848561476157544,,-1.801104197636516e-05,-1.0,2025-07-30,16,45,False,False
BTC,2025-07-30 16:46:00+00:00,0.08485902793983496,11,10,102,21,0.0,0.0,155,1,0.08486983089686194,0.0,48.0,0.08485542756528565,0.8,0.0848878419388383,1.0,27.0,0.08489144506462361,1.0,0.08490802338366964,,42.0,0.08487271214995311,,0.08490946528264239,0.0,30.0,0.0848561476157544,,0.08490441885047907,,12.0,0.08487487321815813,0.0,-1.0802957026975757e-05,0.0,2025-07-30,16,46,False,False
BTC,2025-07-30 16:47:00+00:00,0.08485542756528565,13,13,107,26,0.8,4.0,98,10,0.08485902793983496,0.0,21.0,0.08489144506462361,1.0,0.08486983089686194,0.0,48.0,0.08487271214995311,,0.0848878419388383,1.0,27.0,0.0848561476157544,,0.08490802338366964,,42.0,0.08487487321815813,0.0,0.08490946528264239,0.0,30.0,0.08487199181833999,0.6470588235294118,-3.600374549314611e-06,0.8,2025-07-30,16,47,False,False
BTC,2025-07-30 16:48:00+00:00,0.08489144506462361,13,12,102,25,1.0,,94,1,0.08485542756528565,0.8,26.0,0.08487271214995311,,0.08485902793983496,0.0,21.0,0.0848561476157544,,0.08486983089686194,0.0,48.0,0.08487487321815813,0.0,0.0848878419388383,1.0,27.0,0.08487199181833999,0.6470588235294118,0.08490802338366964,,42.0,0.08485542756528565,,3.601749933795917e-05,0.19999999999999996,2025-07-30,16,48,False,False
BTC,2025-07-30 16:52:00+00:00,0.08487199181833999,9,10,100,19,0.6470588235294118,1.8333333333333333,107,17,0.08487487321815813,0.0,38.0,0.08485542756528565,,0.0848561476157544,,20.0,0.0848655093840037,,0.08487271214995311,,47.0,0.08488063660477453,1.0,0.08489144506462361,1.0,25.0,0.08491811770500296,1.0,0.08485542756528565,0.8,26.0,0.08491018625049354,1.0,-2.881399818147057e-06,0.6470588235294118,2025-07-30,16,52,False,False
BTC,2025-07-30 16:56:00+00:00,0.08491811770500296,12,11,99,23,1.0,,122,1,0.08488063660477453,1.0,19.0,0.08491018625049354,1.0,0.0848655093840037,,26.0,0.08494336401204497,,0.08485542756528565,,10.0,0.08491883881979798,1.0,0.08487199181833999,0.6470588235294118,19.0,,,0.08487487321815813,0.0,38.0,,,3.7481100228428654e-05,0.0,2025-07-30,16,56,False,False
BTC,2025-07-30 16:57:00+00:00,0.08491018625049354,7,7,99,14,1.0,,134,21,0.08491811770500296,1.0,23.0,0.08494336401204497,,0.08488063660477453,1.0,19.0,0.08491883881979798,1.0,0.0848655093840037,,26.0,,,0.08485542756528565,,10.0,,,0.08487199181833999,0.6470588235294118,19.0,,,-7.9314545094189e-06,0.0,2025-07-30,16,57,False,False
DOGE,2025-07-28 12:05:00+00:00,0.4148430856032856,41,44,100,85,0.16666666666666666,0.2,43,12,0.4153255113687984,0.5,51.0,0.4152565247185599,0.0,0.4149635869456606,,60.0,0.41506692954280383,,0.41461948296876866,1.0,64.0,0.41532551208636814,0.0,0.41429311237742106,,66.0,0.41460229275109356,,0.4137189209599005,1.0,50.0,0.4140358140971844,,-0.00048242576551282834,-0.33333333333333337,2025-07-28,12,5,False,False
DOGE,2025-07-28 12:06:00+00:00,0.4152565247185599,47,41,102,88,0.0,0.0,18,1,0.4148430856032856,0.16666666666666666,85.0,0.41506692954280383,,0.4153255113687984,0.5,51.0,0.41532551208636814,0.0,0.4149635869456606,,60.0,0.41460229275109356,,0.41461948296876866,1.0,64.0,0.4140358140971844,,0.41429311237742106,,66.0,0.4134537862034606,,0.00041343911527430555,-0.16666666666666666,2025-07-28,12,6,False,False
DOGE,2025-07-28 12:14:00+00:00,0.41319752907918933,42,46,104,88,0.018867924528301886,0.019230769230769232,133,53,0.412924538041086,0.0,70.0,0.4137788352129927,0.0,0.41311218061305854,,111.0,0.41331707619541636,,0.4134537862034606,,109.0,0.4133512452210396,,0.4140358140971844,,75.0,0.41283930230199195,1.0,0.41460229275109356,,74.0,0.41304392722092664,0.6666666666666666,0.000272991038103354,0.018867924528301886,2025-07-28,12,14,False,False
DOGE,2025-07-28 12:15:00+00:00,0.4137788352129927,47,47,106,94,0.0,0.0,52,9,0.41319752907918933,0.018867924528301886,88.0,0.41331707619541636,,0.412924538041086,0.0,70.0,0.4133512452210396,,0.41311218061305854,,111.0,0.41283930230199195,1.0,0.4134537862034606,,109.0,0.41304392722092664,0.6666666666666666,0.4140358140971844,,75.0,0.4127370658526116,0.0,0.0005813061338033609,-0.018867924528301886,2025-07-28,12,15,False,False
DOGE,2025-07-28 12:19:00+00:00,0.41304392722092664,30,27,96,57,0.6666666666666666,2.0,25,3,0.41283930230199195,1.0,72.0,0.4127370658526116,0.0,0.4133512452210396,,75.0,0.4122776277549422,1.0,0.41331707619541636,,92.0,0.41198887630075187,0.5,0.4137788352129927,0.0,94.0,0.41187009617093623,1.0,0.41319752907918933,0.018867924528301886,88.0,0.411819211365479,0.1111111111111111,0.0002046249189346927,-0.33333333333333337,2025-07-28,12,19,False,False
DOGE,2025-07-28 12:20:00+00:00,0.4127370658526116,46,49,105,95,0.0,0.0,62,7,0.41304392722092664,0.6666666666666666,57.0,0.4122776277549422,1.0,0.41283930230199195,1.0,72.0,0.41198887630075187,0.5,0.4133512452210396,,75.0,0.41187009617093623,1.0,0.41331707619541636,,92.0,0.411819211365479,0.1111111111111111,0.4137788352129927,0.0,94.0,0.4118870605684042,1.0,-0.00030686136831503674,-0.6666666666666666,2025-07-28,12,20,False,False
DOGE,2025-07-28 12:21:00+00:00,0.4122776277549422,35,30,91,65,1.0,,20,1,0.4127370658526116,0.0,95.0,0.41198887630075187,0.5,0.41304392722092664,0.6666666666666666,57.0,0.41187009617093623,1.0,0.41283930230199195,1.0,72.0,0.411819211365479,0.1111111111111111,0.4133512452210396,,75.0,0.4118870605684042,1.0,0.41331707619541636,,92.0,0.41246468271195535,,-0.0004594380976694068,1.0,2025-07-28,12,21,False,False
DOGE,2025-07-28 12:22:00+00:00,0.41198887630075187,21,18,91,39,0.5,1.0,31,6,0.4122776277549422,1.0,65.0,0.41187009617093623,1.0,0.4127370658526116,0.0,95.0,0.411819211365479,0.1111111111111111,0.41304392722092664,0.6666666666666666,57.0,0.4118870605684042,1.0,0.41283930230199195,1.0,72.0,0.41246468271195535,,0.4133512452210396,,75.0,0.4128222593766384,1.0,-0.000288751454190328,-0.5,2025-07-28,12,22,False,False
DOGE,2025-07-28 12:23:00+00:00,0.41187009617093623,30,34,85,64,1.0,,20,2,0.41198887630075187,0.5,39.0,0.411819211365479,0.1111111111111111,0.4122776277549422,1.0,65.0,0.4118870605684042,1.0,0.4127370658526116,0.0,95.0,0.41246468271195535,,0.41304392722092664,0.6666666666666666,57.0,0.4128222593766384,1.0,0.41283930230199195,1.0,72.0,0.4124476707021922,1.0,-0.00011878012981564323,0.5,2025-07-28,12,23,False,False
DOGE,2025-07-28 12:24:00+00:00,0.411819211365479,29,24,92,53,0.1111111111111111,0.125,37,9,0.41187009617093623,1.0,64.0,0.4118870605684042,1.0,0.41198887630075187,0.5,39.0,0.41246468271195535,,0.4122776277549422,1.0,65.0,0.4128222593766384,1.0,0.4127370658526116,0.0,95.0,0.4124476707021922,1.0,0.41304392722092664,0.6666666666666666,57.0,0.4121586810926327,,-5.088480545722973e-05,-0.8888888888888888,2025-07-28,12,24,False,False
DOGE,2025-07-28 12:25:00+00:00,0.4118870605684042,29,29,95,58,1.0,,39,1,0.411819211365479,0.1111111111111111,53.0,0.41246468271195535,,0.41187009617093623,1.0,64.0,0.4128222593766384,1.0,0.41198887630075187,0.5,39.0,0.4124476707021922,1.0,0.4122776277549422,1.0,65.0,0.4121586810926327,,0.4127370658526116,0.0,95.0,0.41253274478588503,0.11764705882352941,6.784920292518537e-05,0.8888888888888888,2025-07-28,12,25,False,False
DOGE,2025-07-28 12:28:00+00:00,0.4124476707021922,33,32,93,65,1.0,,43,1,0.4128222593766384,1.0,109.0,0.4121586810926327,,0.41246468271195535,,94.0,0.41253274478588503,0.11764705882352941,0.4118870605684042,1.0,58.0,0.4122776277549422,0.0,0.411819211365479,0.1111111111111111,53.0,0.4122776277549422,,0.41187009617093623,1.0,64.0,0.4118870605684042,0.10714285714285714,-0.0003745886744462301,0.0,2025-07-28,12,28,False,False
DOGE,2025-07-28 12:31:00+00:00,0.4122776277549422,41,38,100,79,0.0,0.0,18,1,0.41253274478588503,0.11764705882352941,76.0,0.4122776277549422,,0.4121586810926327,,37.0,0.4118870605684042,0.10714285714285714,0.4124476707021922,1.0,65.0,0.4121586810926327,0.6666666666666666,0.4128222593766384,1.0,109.0,0.41234562810589037,0.0,0.41246468271195535,,94.0,0.41214169431377357,,-0.0002551170309428308,-0.11764705882352941,2025-07-28,12,31,False,False
DOGE,2025-07-28 12:34:00+00:00,0.4121586810926327,29,26,91,55,0.6666666666666666,2.0,10,6,0.4118870605684042,0.10714285714285714,48.0,0.41234562810589037,0.0,0.4122776277549422,,81.0,0.41214169431377357,,0.4122776277549422,0.0,79.0,0.41200585048234534,0.0,0.41253274478588503,0.11764705882352941,76.0,0.4121077249585727,0.0,0.4121586810926327,,37.0,0.4118870605684042,1.0,0.0002716205242285219,0.5595238095238095,2025-07-28,12,34,False,False
DOGE,2025-07-28 12:35:00+00:00,0.41234562810589037,46,36,104,82,0.0,0.0,27,16,0.4121586810926327,0.6666666666666666,55.0,0.41214169431377357,,0.4118870605684042,0.10714285714285714,48.0,0.41200585048234534,0.0,0.4122776277549422,,81.0,0.4121077249585727,0.0,0.4122776277549422,0.0,79.0,0.4118870605684042,1.0,0.41253274478588503,0.11764705882352941,76.0,0.41159885575559263,,0.0001869470132576656,-0.6666666666666666,2025-07-28,12,35,False,False
