wallet,mean_markout,std_markout,n_trades,quintile
0x03ccc03547a47969487c3460d1c9e00fcf93e2fa,-0.941252077362135,8.744009813165256,947,3
0x03d15ec11110dda27df907e12e7ac996841d95e4,-4.880964475122176,20.857578855255245,13,2
0x03e11915d68bd9315a05e63d74550365efe389f7,1.0813187923433207,7.153623176917034,168,4
0x03e4ea6fc114ef4ccda35fdc77af4d07a0aba88d,-0.14099388033203392,4.402344759271799,68,3
0x03e7ab483ea1d177e4be2472bf16ca17b8cf280d,2.2528783804951518,15.610698971649645,6,4
0x03f2ff429838b8356710a209d104039ab619053e,-13.065638166728178,11.901436205985878,20,1
0x03f873e351c7708f2611479b4bc33818c3a015be,-2.7845114645298965,2.0123931089531975,58,2
0x04010209c873b14526bcbd0672fe888a37971672,-0.248241258424841,10.736360248712293,529,3
0x040b4034e23bf57ceecea8b50d749fb831061562,-0.5850109845123739,2.9253220439163257,36,3
0x0414c6888b48d2c633bc0189378e42466a64f236,9.422926388536707,4.120165237177651,65,5
0x041d7710eb5b759ca179fcbf8a5f9b534e6a4c21,1.5362595559571885,4.085360178711123,5,4
0x04264251845767e9deac8f56434e85d7c83da49a,-10.235300540940003,8.603507348774432,20,1
0x04284bde2f721c0c35af2a7390289fcf80207fe1,-0.3241861644252724,6.176237325826212,6,3
0x0429c8ea1578906b07937ab3bd9096834af30515,1.7013520824392303,0.5030717561934515,7,4
0x042d3ffed43cbc3dcc94d5def930c90f991860f5,5.131912530046377,9.206520681350877,13,5
0x042d42451a27b2a7a6761c8c6d6247bfc50e3ec3,-7.20928983864079,8.72023280254738,18,1
0x044d0932b02f5045bc00e0a6818b7f98ef504681,3.297551787073078,19.697557080957555,938,4
0x044e7a0cedf8907fcbff12a4ef4691a9d09e7a45,9.810630963714162,1.4488418666562377,7,5
0x045110748fe5ddb0400ba5e6df8c5c0b5d001322,6.519049502474401,14.448231788814086,23,5
0x0452739b0f6caa9266ae5709c7d6901bbe593aa7,2.1382125532770835,1.3092796734646188,6,4
0x045ba08e709a7c9ac61fbb5951b242faa02ca6ea,-25.019641425935493,38.58198492253135,16,1
0x046084f7b1185dc95343e02822d0670a695e20a4,0.16658195122302077,3.2168857926773393,19,3
0x04613987aa28768246825af8810316b46c3b7adc,-112.86215998253958,1.0037289488058407,7,1
0x046f682df242410ae835be2769b6df47a323ed48,-3.0192247917214683,12.012795276942047,6,2
0x0470c6c8358d3fca392f7996fc5dfef7f61e8429,-13.518794399484717,5.630921294837041,9,1
0x04789a14e5f1ded090c09a5dd1c505f72e1ea87f,-6.200798297583446,9.5839920582712,15,1
0x047a9bdff972aae63c2ccf6583e0e890d38f5a1b,-14.466139622354977,8.54627342459812,7,1
0x047bc1397b67318d199a84827500a049ec84cb47,2.2837475530015148,6.59318962503114,19,4
0x047f3853f3d89e5a61344749519de7a66fd4f9c4,0.9111669076924666,3.0263099185690576,15,3
0x04801fa7ef6e680db48e7e6aad72e86b6cca0c0c,-1.3114785243854554,2.738992072895855,15,2
0x048501f0f989bdc77ca34629469621dcd9aaea0a,-1.5728588763331244,8.549711197107598,24,2
0x04a17d945f54255c13c751b315a87f8ae9625eb6,-2.5569301242050053,1.9429208961858064,5,2
0x04aff0670eaa98cf7bc9a0392c3cfa420617af67,-1.1393395437028635,6.749751767251058,9,2
0x04b2add1e11ee2f156108be1c6037dc03b10d08d,1.4620331084706661,6.080934973541114,8,4
0x04bfcef4d77ad636d9ae432916e6e291e992ccec,-1.8518713882107218,13.022844006243847,27,2
0x04c653d2b4aa55313b86a3873a59d6fcb726f27b,1.7834802564033918,14.507213767470713,23,4
0x04c8ef06e96e5b09a63fbf8fab788864f4f82cf0,7.256775085971882,10.31448992603751,25,5
0x04cd9cc35601bb748cbc98b549545f44068cddeb,1.5472300269801547,10.174655387905023,118,4
0x0502ae3101cb8fe461e990cd9e054aa701f5ade2,5.9522186700606365,7.056249481259138,5,5
0x0504400cd2aee59db29fdeab7ecfb743c2f3838a,8.452113097125052,3.951008218648783,11,5
0x050a702739e92176336310f14f6bdeca68bd10b0,4.6787609044501295,5.658846576482248,6,5
0x050b4c83345f83db3ad64bae1f401d16e68603df,-3.9343312921975784,9.60030512542197,18,2
0x051e47d2c3c951b33586b0932a6b9fe73f342cbb,-13.168294383768426,9.896901841625168,6,1
0x052ff9e990a6455b4cd61519190574ef5e75422a,-11.127975771295569,8.395420423987927,13,1
0x05327ec6386ddd264987221a3be1d4ba84613cb4,-4.202994034553553,13.44773414584382,36,2
0x054560e1f9d7f938b35c62f332751ba18b02f2bc,3.6821627896002136,7.212236624981153,121,4
0x054f16fa8ecc15dc47d22422d3d864eba43e87cf,-3.108645548616789,6.622266346647028,12,2
0x055881b9a20ec0ec2fdeaffd4f458b01fc75b46f,1.850424883375249,0.3369539968130315,52,4
0x055ad780b1c150e05280967f6791ac259fea13c0,13.855669873066399,6.849221747887223,5,5
0x055dc01b42810f21be702fbb6086c32d603a0792,0.0,0.0,5,3
0x0560d81e0d3ad01c640684306bed3e46717aa24d,-3.1792860427082728,12.343124872908541,493,2
0x056485d1416b0a92daf7e97a6dc390d7ccb0ad76,7.350193875457791,0.2948696657949702,5,5
0x05726fd8770da882359655b450c84e8876a45afd,-2.747038258321863,7.8273014757338055,6,2
0x057561523e7819d19d7690eca2ff05a138fc3b4f,0.6066175669179056,17.92005063557568,7,3
0x0577ba0a9145afa894becc8f2387711fd48a6e04,-1.1434801454092731,9.177072185448983,7,2
0x05815501cb65fa4f994418828e4c4ca7aa2a5ade,-2.605864106427403,5.62620827391042,79,2
0x058ea01001194be38a70be7e18598f75481cb8cb,0.09161673116966305,12.682670991976279,445,3
0x058f6539dbb4eb71224b1e9257a2c369f20da21f,-0.7598444058853351,5.487160675543523,17,3
0x05973e98cba7af65f5bd9b2d1e78fd4efde2e3e7,-3.5646593212500255,4.975042179718416,7,2
0x05a287b2bbe314f58c1fb4da1825ecb6aee397a1,16.258943179414317,13.88122596167749,474,5
0x05a9b317fadd1f914606e2fa44a0d2849245861b,1.7481118660971848,7.243394437233051,55,4
0x05b518fc24dcb5fb25611a0262ea8d1743ee190d,9.599793308862203,16.49810492730162,298,5
0x05b5a0ae689c17cad8155932782a5c29426abe75,4.579702183763814,16.900997746819087,35,5
0x05bd45baadc8e0f320ff686584a32fc7f6efacc8,2.0203927574431195,17.071428387877177,1632,4
0x05c69702b01b263b74a169f976e3eabb417d7946,2.6257033252205444,16.411115887135438,32,4
0x05d8586a59b2701c653a17e6c1d1c4defee55bce,-0.10452120241386458,3.3048894411893466,12,3
0x05d9f6c39a75bd6f040d65eb75a4ea6e9e20b60b,0.829853421621826,16.269958050305483,334,3
0x05e5400654302994d171e8826e4589d3772ff67c,-1.1799671383291526,8.011263679077684,27,2
0x05f6869ee1c4fe125d0639e35548431a51c1481a,7.349150736360308,7.193132661149824,6,5
0x05f761aacd63e4e96bf98f0fe5614de5ba90856c,13.74527018624362,8.977230880288019,5,5
0x0609bb36d76bc87a052c882a252067c191b55028,-5.541843388769338,3.8131868741204586,27,1
0x060a5530888e29856849a17bfb18878bfe8d8f90,0.9562554405179132,1.8066733273061304,58,3
0x060fac5a580d218c7cf820c4ff5cfb57c51c1dd8,2.8366908387703194,8.950201569866097,37,4
0x061d9b3d2bb706d6cae1b38486977d19dac2cbf0,0.0022387635721617355,11.617940979542302,43,3
0x0620b7cdc799f1e7f04cc4cc80243e38498d6846,4.1341397650677285,12.777314869346176,538,4
0x0621acb33ad6fcc238a9e133ea48a71a686f0821,-2.671282293690343,4.371405894569914,17,2
0x062518f5586a8206e3ec426a9fd57cb42fbf6bf2,9.891501682298781,1.3381868364016318,5,5
0x0636770acd48071eb24e8592d796e3a03e88195e,-1.0053164135243435,11.933176966697339,6,3
0x06439dc5e068b473c0f2fb1933af7962a42b31c1,-15.424384657857638,0.26406163785006886,6,1
0x064f5ff23124a41e85569fbb3c574776d57401e9,2.0437181114078733,5.305836940511532,16,4
0x065612c177776f3c635dff181edf170f9c196a05,-15.314333177594587,0.0,27,1
0x0659b6d3802cf59d5e87d5ec57133d6367beadca,-9.299116310622782,6.080147035065647,19,1
0x06664234e830378b776a9f3f1e196b5144f55849,-1.1302486244488164,8.814907883041647,885,2
0x067044b8f99aa21622cce8a227aa8286a52ac47b,-2.4334283394133074,11.327909496081032,17,2
0x0670aa596fc1b2a12be1e12fe196d6c64f0a358f,1.5564067771864483,0.3890545899976803,9,4
0x0673b2fef79b903509b3d49258eb657615a9eb0d,-4.231541848740295,5.56592731814555,9,2
0x068d983e36ad64086f89e3a9cfc1e65b70be1a4a,-1.8517850439844394,5.112867966471025,7,2
0x0693a10dbde6110ff9d1083ed0db75da714c0754,2.9481851478559706,9.62137927639374,8,4
0x069486e0d8e7d2c353d94d9540c471681ffc995f,6.713738657471431,0.6916052947279978,80,5
0x069f91a63057536e3b017dfcdde2cf832b23b1c9,-4.102912599510094,0.6283642108397802,6,2
0x06a1279b3790acaa7a58a33ccf819e441fa1ed22,8.691630269170272,8.437135872388758,17,5
0x06a3481efd4c3e14611fb4679ba101e337db05f9,-3.738055963456455,2.132372169414569,58,2
0x06a4e5b554519049d8662cfaf762845bd6054a2d,7.2157962532639255,14.12132100352192,24,5
0x06b2977e921df788bb6236231ac7010fe239df57,1.2710620618494477,20.938890797717395,5,4
0x06b4850f335cceaeec67b606041f00c834a1a7b6,4.070630121101442,5.522343107356952,40,4
0x06b957595be5f423ecea1d63d413284bc5616718,2.2777009549386067,8.152600324346357,17,4
0x06d7e5ba086bff8ed71ad5da2465facd810dda88,14.277182854823682,0.45365062395653016,23,5
0x06db34fc291e5cb565993ed124f9e12c6a5bb054,0.4192111946750997,7.002795226478439,496,3
0x06db3eef179cdc21e4df7e24f0623926136f6a14,-4.878881976626695,0.3789523163425981,22,2
0x06dbadbc2ea32b3ce73cd53b5846bb006f4f4542,-0.9871573079887305,16.32780416582577,14,3
0x06ddd203c759873419318892283d2bf9a351bd74,1.7453217208035035,3.078723450962018,5,4
0x06e0602c9158ee8478365c74606346d90d06df67,-1.929132839684979,3.40899569106307,36,2
0x06f789e03661940706b231fb15b9326543f7ded7,-14.021349722560663,6.615715260186005,8,1
0x06fb02dcbc7f3fc25f92e0c4690c589c9255e646,-9.632229007828403,21.30623013086078,13,1
0x0700efd158f49f0958d85cdb0b28e1f24fdfb7db,0.3829119388884943,2.5413962478435446,9,3
0x0701363ed0a7809b2b8ca7e22aaccea4a670216c,-6.753978007835374,36.80045726836716,194,1
0x070840f242e80b236958658aa75037b66276b896,2.78137604055486,6.082698016208736,45,4
0x072177e3d373031b7a0957e7bde1a9ea96f819ab,-3.324705990554159,1.8788109108317894,6,2
0x0725b9c2ade8ef81a6ff835abb73c9e0c95c8b11,4.788652323793901,7.071646758994695,15,5
0x073344a6010b5cfd728b2591b7a2162d57cf7b2c,18.368344251866816,2.581579120256782,15,5
0x073889d0e23707c0f6f0a6f46654446aaa2cb489,0.35830667079299733,1.413600852147279,11,3
0x0741c913c80c0e4fb615f995605f594833b8b53f,3.789941140269245,10.446134813922468,117,4
0x0741fc3616958b37c90b74e48a96871bc86ea0e1,0.3040707424440006,14.906372807407498,20,3
0x07447b44e4926e8514d293b7c094a6c1ffdee7c8,-3.897680300307559,0.3519518303485755,6,2
0x0756d3bc892742e01e6a1d0326d7b6e1fb4bc16e,7.847299447030437,7.036226702134076,35,5
0x0762a621091357d600af930ad21ca493ab5b0282,12.282807786340461,9.661491977776889,14,5
0x076702493ef0ee88ff432a3bd8c710f53940804a,5.5825286804385,5.397944801035945,12,5
0x076f9f86b62b8005048d1624fdace65b9a88ae86,5.704190295015221,5.826106129117759,17,5
0x076fe3fcafdf3f1aa7ecf571a2a0357c2933c5ce,-6.178641496634782,18.16357612508082,10,1
0x077622bb910ad238764bbb2b2c5f358f6a49de10,-3.670774858620556,0.5088835871018439,12,2
0x0782e5f5e8b44f31a2143aa2513428eb66f7b1bb,-3.5735239045858442,7.010461875180557,97,2
0x07917fe73d60bbff5b1de71c6dc063dc7967fc33,-0.08843768882843121,8.409301450503541,6,3
0x07983c4af607a5b4f13496e9741762686d84e6ed,9.734893962339346,10.031824873631212,13,5
0x07b117f6ab63119f68c493118f249497cd7c705e,-8.652638590078146,0.5417458548127202,6,1
0x07b81f973de23128178cd5dbf5aab3d1e22c2aaf,-1.0665015926081143,7.108266491999691,289,3
0x07bf5e5291793d11c7a6ea658c72faefa6b07039,2.0850171872122907,3.1730445195508206,16,4
0x07c38f7b7d3341e1c1d7fbe6f03ae7183bdf8684,9.157163007066222,0.3585367994403886,6,5
0x07c7148fa367e0f5a29e74fb4d664e1f2dedc75a,-6.41523053087234,17.66926192885636,56,1
0x07c84e7c2eccbd60ef0a8460557fd52cd5d215b8,-2.735435646727029,4.921569007416851,61,2
0x07cd35522a740f957a00c9cd44dd2d038357b3bf,9.9332729399454,8.21733566367575,10,5
0x07d519097648cbe712f6e93b7bc236de14d3ba4a,-0.06704801412009206,1.2824592651266504,8,3
0x07e71821163c7f907fdc611488708914a536a578,-1.0552355358227063,8.981143817109833,36,3
0x07e857dcc2f30b5f9266ccc1a868aa4063857288,77.33791892849952,0.10449754428458606,8,5
0x07f0a7e89333b53e61a5fd10e1a28aacee3a6f01,17.20547853451847,9.258967104734944,5,5
0x07f365054cc9cfce70c4bef84cb1fcedfc32ca73,-7.636030563802764,16.775450690978726,5,1
0x07fd7e702ba749ffa49c3a6c17fcd9e6c7b7082a,1.056398768874691,10.22446912642703,231,3
0x07fe0c47612b04522d3aec2d7629ebec5547222b,0.5147374088984314,2.939492238489621,5,3
0x07ff43966098bc770b319fc49fb399c95b2392cd,-19.123075693659512,6.966680558809946,32,1
0x0800b5479e4e47e7caed7c5e9b74ec44d3f0606a,2.261246215885304,6.190587106094935,5,4
0x08087c082c803a52a957485fcd238d96fcda8768,4.514815525175535,9.603186525979915,23,5
0x08102e3f861f54725ddb4a8b93118d3b604b0c1e,-2.5211522651434275,11.074027906674036,12,2
0x08138243c8b2c5bb825763a7b065280a57af79e5,-4.394839027133219,4.802575615020154,77,2
0x08198acde713978a971c079671bb198b3bffe690,0.6519991874980058,2.440359789872498,10,3
0x081d9b5dd60479b117c66a45230251cd2593f2b8,-0.9819785983013878,1.552058874021366,21,3
0x0838c07f43e6ac4f377570bf0fc1e87ae256eb86,-2.188814141481055,12.85934950821543,11,2
0x083eff2cf7a42fd98a0e16bb1b8e4a5713adc044,2.630084926238563,9.327207414363048,9,4
0x0849addbc7bf7c27ce8010571ea9b4a12d88f92b,-3.591223267271804,3.0765148879255984,57,2
0x084d97aa4a97a84ddf0f2467838e0a10cc5dedc1,-0.2017222220970381,2.462406207899047,10,3
0x085e0458b599d1007ba7e8c74c8d8baad7178ab0,0.2583489719730942,0.7123171325602219,6,3
0x0863387478cb816976f7bfe23dad73e1b385c100,2.927393051501682,11.57423197581321,6,4
0x087c01d466824a47c0077f4bbeca3d4626eb607b,-5.8466831004239666,10.58093322517123,76,1
0x087cd2d3b80024e1aa2f513da1fd841fb3618dc7,-4.302749876538225,36.92819464766844,36,2
0x087e4754ef63ecde9869d5cadb61de6ca6bdd28d,-4.63454701417298,4.727034107125979,22,2
0x088aec78ffd804142fad9facb580b667aaa09104,-2.428394834055803,16.876237349904525,22,2
0x088fd2d84bd779fd0da64ec47930be919a4f2739,-3.061335747798975,2.8597859968009227,13,2
0x089563d1f7e3d20791d3f4224bae908952332c21,28.942109573576637,7.73070585065977,1021,5
