asset,time,spread,spread_vol,bid_updates,ask_updates,depth,quote_updates,log_spread,ratio,log_ratio,informed_share,n_informed,n_uninformed,n_total,hour,minute_of_hour,is_outage,spread_lag1,log_spread_lag1,log_ratio_lag1,quote_updates_lag1,spread_lag2,log_spread_lag2,log_ratio_lag2,quote_updates_lag2,spread_lag3,log_spread_lag3,log_ratio_lag3,quote_updates_lag3,spread_lag4,log_spread_lag4,log_ratio_lag4,quote_updates_lag4,spread_lag5,log_spread_lag5,log_ratio_lag5,quote_updates_lag5,d_spread,d_log_spread,d_log_ratio,d_log_ratio_lag1,d_log_spread_lag1
ARB,2025-07-29 12:00:00+00:00,2.985931668102647,1.046078334649086,83,43,28789.424027229357,126,1.0972552576854764,1.6666666666666667,0.5108256237659907,0.6644518272425249,2,1,3,12,0,False,,,,,,,,,,,,,,,,,,,,,,,,,
ARB,2025-07-29 12:01:00+00:00,2.985931668102647,0.6706977342572213,70,36,31056.701579504504,106,1.0972552576854764,1.0,0.0,0.0,0,0,1,12,1,False,2.985931668102647,1.0972552576854764,0.5108256237659907,126.0,,,,,,,,,,,,,,,,,0.0,0.0,-0.5108256237659907,,
ARB,2025-07-29 12:02:00+00:00,2.5226175597114815,1.2164492492351977,72,46,28943.305169944953,118,0.9292533764824508,1.0,0.0,0.0,0,0,2,12,2,False,2.985931668102647,1.0972552576854764,0.0,106.0,2.985931668102647,1.0972552576854764,0.5108256237659907,126.0,,,,,,,,,,,,,-0.4633141083911654,-0.16800188120302562,0.0,-0.5108256237659907,0.0
ARB,2025-07-29 12:03:00+00:00,2.2937884209557984,1.5546178365138728,62,45,38323.11901489091,107,0.8345549074345243,0.3333333333333333,-1.0986122886681098,0.0,0,1,2,12,3,False,2.5226175597114815,0.9292533764824508,0.0,118.0,2.985931668102647,1.0972552576854764,0.0,106.0,2.985931668102647,1.0972552576854764,0.5108256237659907,126.0,,,,,,,,,-0.22882913875568311,-0.09469846904792645,-1.0986122886681098,0.0,-0.16800188120302562
ARB,2025-07-29 12:04:00+00:00,3.435363649458756,1.202338302508383,73,58,34230.4101513,131,1.2370294575184342,3.0,1.0986122886681098,0.9900990099009901,1,0,4,12,4,False,2.2937884209557984,0.8345549074345243,-1.0986122886681098,107.0,2.5226175597114815,0.9292533764824508,0.0,118.0,2.985931668102647,1.0972552576854764,0.0,106.0,2.985931668102647,1.0972552576854764,0.5108256237659907,126.0,,,,,1.1415752285029575,0.40247455008390987,2.1972245773362196,-1.0986122886681098,-0.09469846904792645
ARB,2025-07-29 12:06:00+00:00,3.2082865458205987,1.2653703926204907,53,39,27285.184988944955,92,1.1688490892984897,1.0,0.0,0.0,0,0,1,12,6,False,3.435363649458756,1.2370294575184342,1.0986122886681098,131.0,2.2937884209557984,0.8345549074345243,-1.0986122886681098,107.0,2.5226175597114815,0.9292533764824508,0.0,118.0,2.985931668102647,1.0972552576854764,0.0,106.0,2.985931668102647,1.0972552576854764,0.5108256237659907,126.0,-0.22707710363815714,-0.06818036821994444,-1.0986122886681098,2.1972245773362196,0.40247455008390987
ARB,2025-07-29 12:07:00+00:00,2.9804550925664928,0.9756545820531084,41,46,30322.2821655,87,1.0954255806923454,3.0,1.0986122886681098,0.9900990099009901,1,0,4,12,7,False,3.2082865458205987,1.1688490892984897,0.0,92.0,3.435363649458756,1.2370294575184342,1.0986122886681098,131.0,2.2937884209557984,0.8345549074345243,-1.0986122886681098,107.0,2.5226175597114815,0.9292533764824508,0.0,118.0,2.985931668102647,1.0972552576854764,0.0,106.0,-0.22783145325410592,-0.07342350860614433,1.0986122886681098,-1.0986122886681098,-0.06818036821994444
ARB,2025-07-29 12:08:00+00:00,2.9814804589062023,1.0731983509921263,49,52,31620.589366209093,101,1.0957684016207652,1.0,0.0,0.0,0,0,3,12,8,False,2.9804550925664928,1.0954255806923454,1.0986122886681098,87.0,3.2082865458205987,1.1688490892984897,0.0,92.0,3.435363649458756,1.2370294575184342,1.0986122886681098,131.0,2.2937884209557984,0.8345549074345243,-1.0986122886681098,107.0,2.5226175597114815,0.9292533764824508,0.0,118.0,0.0010253663397095103,0.0003428209284197514,-1.0986122886681098,1.0986122886681098,-0.07342350860614433
ARB,2025-07-29 12:09:00+00:00,2.985931668102647,0.7099281645110429,46,51,27215.734342648648,97,1.0972552576854764,1.0,0.0,0.0,0,0,1,12,9,False,2.9814804589062023,1.0957684016207652,0.0,101.0,2.9804550925664928,1.0954255806923454,1.0986122886681098,87.0,3.2082865458205987,1.1688490892984897,0.0,92.0,3.435363649458756,1.2370294575184342,1.0986122886681098,131.0,2.2937884209557984,0.8345549074345243,-1.0986122886681098,107.0,0.004451209196444594,0.0014868560647112172,0.0,-1.0986122886681098,0.0003428209284197514
ARB,2025-07-29 12:10:00+00:00,2.988471396880932,0.8106268229516723,52,45,22813.50165814414,97,1.0981026244383356,1.0,0.0,0.0,0,0,1,12,10,False,2.985931668102647,1.0972552576854764,0.0,97.0,2.9814804589062023,1.0957684016207652,0.0,101.0,2.9804550925664928,1.0954255806923454,1.0986122886681098,87.0,3.2082865458205987,1.1688490892984897,0.0,92.0,3.435363649458756,1.2370294575184342,1.0986122886681098,131.0,0.002539728778285344,0.0008473667528592355,0.0,0.0,0.0014868560647112172
