coin,wallet,n_fills,tob_fills,tob_rate,volume,mpsc,outage_fills,outage_tob_fills,outage_tob_rate,withdrew
HYPE,0x07b7cf26468fd0b65b44587a12ac50e37482109e,6,0,0.0,2.5,0.0,4.0,0.0,0.0,False
HYPE,0x07de819b1266a4d7232b8edbd02188b584da3612,4,0,0.0,2.4,0.0,5.0,0.0,0.0,False
HYPE,0x07e68d4dffeb6429b27f33aab4f2d550ce5a2866,6,1,0.16666666666666666,3.0,0.0002704895861509332,5.0,0.0,0.0,False
HYPE,0x083093aaca848d0652a9ebdcb1d3ed501a2f210c,3,0,0.0,1.5,0.0,3.0,0.0,0.0,False
HYPE,0x08a80a7213f033cec77fcdba1e5e8e29298368e3,5,0,0.0,200.0,0.0,0.0,0.0,,True
HYPE,0x08aec0249d0f5d65c6ec9746ef79040adad14d67,3,0,0.0,1.5,0.0,5.0,0.0,0.0,False
HYPE,0x08c4be52661308b90272297c8a1fd390b29513d9,4,1,0.25,2.4,0.0002704895861509332,4.0,0.0,0.0,False
HYPE,0x08ef4f902d383f33b91a2527ea12123e5159cf00,4,0,0.0,128.1,0.0,4.0,0.0,0.0,False
HYPE,0x08fb1996764e680d072d88e64360677662a155c7,6,0,0.0,3.5999999999999996,0.0,5.0,0.0,0.0,False
HYPE,0x097c3d47b9e009d137fdb57bc81e72191c26bd22,6,0,0.0,3.0,0.0,5.0,0.0,0.0,False
HYPE,0x098696e1aff6ce3d7ceeba045b636c9d11af0190,6,0,0.0,4.199999999999999,0.0,5.0,0.0,0.0,False
HYPE,0x0990545729527335e26b71330238c37478f458fd,4,0,0.0,2.0,0.0,5.0,0.0,0.0,False
HYPE,0x09a1d3649eb5c4f468651fdc8272d34c4aa8fa9d,4,0,0.0,2.8,0.0,5.0,0.0,0.0,False
HYPE,0x09a836be21185cd932a7e440ce73c3a2744ecd99,7,0,0.0,4.83,0.0,29.0,0.0,0.0,False
HYPE,0x09b011ae9e7d86d090884ed607b5aad6c605648f,2,0,0.0,113.12,0.0,0.0,0.0,,True
HYPE,0x09c824e8d76c99ebaf23b181131ca9a895ac202b,4,0,0.0,2.0,0.0,5.0,0.0,0.0,False
HYPE,0x09e05ec90a4a697bcfca2354dc8e0690b24c6fc3,7,1,0.14285714285714285,4.2,0.0002704895861509332,4.0,0.0,0.0,False
HYPE,0x09f2b610f85a5fea4d35b42cccdc52f1f71d6bc7,3,0,0.0,2.45,0.0,7.0,0.0,0.0,False
HYPE,0x09fc15d4e54658cea4b052206e78765078f9e539,6,0,0.0,268.79999999999995,0.0,6.0,0.0,0.0,False
HYPE,0x0a00db275235819eb5985cf833b35afd222358d9,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x0a84c6d5346acedc55d770b9f234c8e531bc4bf4,6,0,0.0,3.0,0.0,5.0,0.0,0.0,False
HYPE,0x0aa4a12062803fea2d0e81d3c1b197891b0a6b2e,6,0,0.0,3.0,0.0,6.0,0.0,0.0,False
HYPE,0x0aa7c688c34ed23fc4bbdb6e36bd764e23cc1807,7,1,0.14285714285714285,4.8999999999999995,0.0002704895861509332,5.0,0.0,0.0,False
HYPE,0x0aa94c77a96e61b6710f94e839f4158fe3cc2a9e,4,0,0.0,2.0,0.0,4.0,0.0,0.0,False
HYPE,0x0ae71c50a833c11779063150abdaceb8e943b95b,7,0,0.0,3.5,0.0,6.0,0.0,0.0,False
HYPE,0x0aedeedcd38025a18ad4d1bdeb4dc831d7d4b0eb,9,0,0.0,168.0,0.0,4.0,0.0,0.0,False
HYPE,0x0af8fe053cfe48d4ce3453ebe5fe1bcc2bb4e3a0,3,0,0.0,1.5,0.0,5.0,0.0,0.0,False
HYPE,0x0b0d8e2b173635d847dc753afb1c5bc4ef7ca63b,3,0,0.0,1.7999999999999998,0.0,4.0,0.0,0.0,False
HYPE,0x0b15adf53773b2732281501e404eb9d455081a16,7,0,0.0,4.2,0.0,5.0,0.0,0.0,False
HYPE,0x0b50a49f804d3dc36cc15dbbc569ff799e4e4b2e,7,1,0.14285714285714285,4.2,0.0002704895861509332,5.0,0.0,0.0,False
HYPE,0x0b63292f893bed99ab68a842c23364c44632b046,4,0,0.0,2.0,0.0,5.0,0.0,0.0,False
HYPE,0x0b8dd3486b0f57a126b315af5f42952d6426f3cb,6,0,0.0,3.0,0.0,5.0,0.0,0.0,False
HYPE,0x0bf7949d4355b79d05519bd1a565285b226f9a15,1,0,0.0,45.0,0.0,4.0,0.0,0.0,False
HYPE,0x0c0153672cce9870b4658cf07e4c8e2a21918f81,3,0,0.0,164.7,0.0,3.0,0.0,0.0,False
HYPE,0x0c07f310cccef57b5b9ed295b4fe90e32afd50ee,6,0,0.0,3.0,0.0,5.0,0.0,0.0,False
HYPE,0x0c0b97f13c3e8a13a8e9a60cda30fd4571326eb5,4,0,0.0,2.0,0.0,4.0,0.0,0.0,False
HYPE,0x0c1b244b2e13e21e27b6dae63427da95eaf5756d,9,0,0.0,251.2,0.0,4.0,0.0,0.0,False
HYPE,0x0c297a4350e7f47b84dac7d7f5b8bd3da20b82dd,4,1,0.25,2.0,0.0002704895861509332,4.0,0.0,0.0,False
HYPE,0x0c374950034e260e56d7a80ed2a40b3cc20c0cbb,3,0,0.0,1.7999999999999998,0.0,4.0,0.0,0.0,False
HYPE,0x0c82143388004a508351064c33f7f475161e2036,4,1,0.25,2.0,0.0002704895861509332,5.0,0.0,0.0,False
HYPE,0x0c953f287c47203443ef96b973ed70e8d766025f,3,0,0.0,1.7999999999999998,0.0,4.0,0.0,0.0,False
HYPE,0x0cc09eed773316bc7b775c359dc903388b0c644f,6,0,0.0,3.0,0.0,6.0,0.0,0.0,False
HYPE,0x0cea8175aec18b00d9173100766b446a2a61bcf9,7,1,0.14285714285714285,3.5,0.0002704895861509332,5.0,0.0,0.0,False
HYPE,0x0cead7c55706fd4c03ca9e9f1d80e320d39132d8,4,0,0.0,2.0,0.0,5.0,0.0,0.0,False
HYPE,0x0d10bb89c9ce5fa25a5c63d579ae1bd1a05366b9,9,3,0.3333333333333333,138.8,0.0008114687584527996,5.0,0.0,0.0,False
HYPE,0x0d6959a1cbc25355963cbe59d520fe58a3d3ca0d,5,0,0.0,115.80000000000001,0.0,5.0,0.0,0.0,False
HYPE,0x0d91ff3d10ef68be01b10cd1b12c5cb322f2bc07,1,0,0.0,3.3,0.0,3.0,0.0,0.0,False
HYPE,0x0db27b171c6307930151f7e91ba067abd4dffa8c,3,0,0.0,1.7999999999999998,0.0,5.0,0.0,0.0,False
HYPE,0x0dd840f03ddfb665f9ddb6cac1c8822a953eac30,2,0,0.0,8.86,0.0,24.0,1.0,0.041666666666666664,False
HYPE,0x0de32f84e52c0b07a868318dedf517f0b1607545,4,0,0.0,2.0,0.0,4.0,0.0,0.0,False
HYPE,0x0dfcd3419337a894d657ead3c91a4caa821dfe10,2,0,0.0,104.44,0.0,0.0,0.0,,True
HYPE,0x0e0fb0219822ed58b41ba8fa9cafe9d0b170c3e0,4,0,0.0,2.0,0.0,4.0,0.0,0.0,False
HYPE,0x0e3488653c3677cf5b2401e3eb830963ba3c7f98,3,0,0.0,1.5,0.0,5.0,0.0,0.0,False
HYPE,0x0e5e985b8f91cbf2601b2b87541f70d75402d00b,4,0,0.0,2.0,0.0,4.0,0.0,0.0,False
HYPE,0x0e6d5de745a54d375014c4d69123e4bd72095e72,4,0,0.0,2.0,0.0,5.0,0.0,0.0,False
HYPE,0x0e79340550a8a7626c5eed9e34f0a7025bf00b23,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x0e7d1edff3f14f66573b81c6beec0655d5a34299,1,0,0.0,0.5,0.0,4.0,0.0,0.0,False
HYPE,0x0e8f03055442e60ffdffd5ed2cd3f403c6835b8c,4,0,0.0,2.0,0.0,5.0,0.0,0.0,False
HYPE,0x0eacbdd8fc772fe870a0eed2fc381ea16213daab,1,0,0.0,3.7,0.0,0.0,0.0,,True
HYPE,0x0f0c4e4a47f94afa8f255c4575b6a859bca6035f,4,0,0.0,2.0,0.0,5.0,0.0,0.0,False
HYPE,0x0f2f98fe10d1347baff7ca4d4b974e5bc9032e0b,6,1,0.16666666666666666,3.5999999999999996,0.0002704895861509332,5.0,0.0,0.0,False
HYPE,0x0f33c87b96e9581c32d00c568f433e2162a82248,3,0,0.0,1.7999999999999998,0.0,4.0,0.0,0.0,False
HYPE,0x0f47068f8584563f7b8ca3f6a24e1bc5b160d1d0,6,0,0.0,3.5999999999999996,0.0,5.0,0.0,0.0,False
HYPE,0x0f77e09743a62884a46ed0ac5e0fd76e8fef83da,1,0,0.0,0.5,0.0,3.0,0.0,0.0,False
HYPE,0x0f7f1c610e7218475482dd23f0b265b334e7704b,6,1,0.16666666666666666,4.199999999999999,0.0002704895861509332,5.0,0.0,0.0,False
HYPE,0x0f8187b40da5e6997a8728e051ccc335e04909fb,10,2,0.2,290.8,0.0005409791723018664,3.0,0.0,0.0,False
HYPE,0x0f875b36333232916a71a87adab906788c967b47,1,0,0.0,0.5,0.0,4.0,0.0,0.0,False
HYPE,0x0f9367ca70dd359ddefdcac0299b911325320fcf,3,0,0.0,7.5,0.0,4.0,0.0,0.0,False
HYPE,0x0f94dab864eb4a6fef2c4219b496a00728e9cb99,4,0,0.0,2.4,0.0,4.0,0.0,0.0,False
HYPE,0x0fcfc70e3ec82417e2de38a74fe739ff6f652331,7,1,0.14285714285714285,4.8999999999999995,0.0002704895861509332,5.0,0.0,0.0,False
HYPE,0x0ff9aae6ad0eed64f144317e640d740d24c4cd65,3,1,0.3333333333333333,1.5,0.0002704895861509332,3.0,0.0,0.0,False
HYPE,0x1016e9d579cc1da35efa45f62f6a07d1aaa61b9e,6,0,0.0,3.5999999999999996,0.0,5.0,0.0,0.0,False
HYPE,0x10271f5740066338bd683e998ee02837ff5a4e13,4,0,0.0,2.0,0.0,5.0,0.0,0.0,False
HYPE,0x106f2005e73a764ac3b9cab0a8fcc291c83ac1b4,4,1,0.25,2.8,0.0002704895861509332,5.0,0.0,0.0,False
HYPE,0x109ac9f7847e5e9b2a276e83fe6804de3c141b7b,6,0,0.0,3.5999999999999996,0.0,4.0,0.0,0.0,False
HYPE,0x10b4596df07746d1dc9dcb88f2bfa6945706edfb,4,1,0.25,2.0,0.0002704895861509332,3.0,0.0,0.0,False
HYPE,0x10e0e97f1a85687590f449d4c422e44c91b54656,6,0,0.0,3.0,0.0,5.0,0.0,0.0,False
HYPE,0x1107901976b3dbdb7d20c292d300bca39b71adff,3,0,0.0,1.5,0.0,3.0,0.0,0.0,False
HYPE,0x110f6dbcf636072e53e826b508915957e9a856ea,4,0,0.0,2.0,0.0,4.0,0.0,0.0,False
HYPE,0x111ab8c33f87e2c83a7c9520f866b52c3b96fbe8,4,0,0.0,2.0,0.0,4.0,0.0,0.0,False
HYPE,0x1160b42eb2b377476c7801218c5cb8334f81de6e,3,0,0.0,2.0999999999999996,0.0,5.0,0.0,0.0,False
HYPE,0x116d51db2be8bbd6e7e20e10a0717d575ea8caff,3,1,0.3333333333333333,1.5,0.0002704895861509332,4.0,0.0,0.0,False
HYPE,0x1193668081e554da8de9ea6fb75699ea3b1ce26b,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x11987f6d43f248e62f23bbeaebfbb47335cccdd7,1,0,0.0,1.01,0.0,1.0,1.0,1.0,False
HYPE,0x119aa635ae8b1879f3a1eece9f9b6a86cfc7aca0,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x11a534d7d4edeb7457a77cafacb64e73600620c5,6,0,0.0,3.0,0.0,5.0,0.0,0.0,False
HYPE,0x11b293b2a0ca3dfef0a5db3d49a626e6bfe0d585,1,0,0.0,0.5,0.0,3.0,0.0,0.0,False
HYPE,0x11e9cfbdd74812b16f3655578359a4077c0d9aec,6,0,0.0,3.0,0.0,5.0,0.0,0.0,False
HYPE,0x11e9f564b6ccfa80b5096523a7ef1d0b8b2b9bff,4,0,0.0,2.0,0.0,5.0,0.0,0.0,False
HYPE,0x1217f5cf1025c34b6545f391b0d84002b63beae8,4,0,0.0,2.4,0.0,5.0,0.0,0.0,False
HYPE,0x12598857c4a37d2f8674ab77809e260e4b5baccd,6,0,0.0,3.5999999999999996,0.0,5.0,0.0,0.0,False
HYPE,0x1263a73b89b9321d4e16bb8eb92ccf3b9e6914cc,4,0,0.0,2.0,0.0,4.0,0.0,0.0,False
HYPE,0x12bf750ecbe9a38441fb4a50411430aa941acada,6,0,0.0,4.199999999999999,0.0,5.0,0.0,0.0,False
HYPE,0x12c20d089e269f4c5dcd40b146200a330c46d31e,1,0,0.0,0.7,0.0,4.0,0.0,0.0,False
HYPE,0x12cd723b4fe0a09769b9acc4041c6b7e306ea6d4,4,0,0.0,2.4,0.0,5.0,0.0,0.0,False
HYPE,0x12e67c5bdfbf74eb038586f66d85f4c74a47f1c7,4,0,0.0,2.0,0.0,4.0,0.0,0.0,False
HYPE,0x12eef3898096b476175758c07fdc49a4796549d3,6,0,0.0,3.0,0.0,5.0,0.0,0.0,False
HYPE,0x1316478b654fec3ceb407cbab38cfe8fd3217a6a,1,0,0.0,0.5,0.0,4.0,0.0,0.0,False
HYPE,0x134fe340992125acf5b0ffd6318aabc06e9843da,6,1,0.16666666666666666,3.5999999999999996,0.0002704895861509332,4.0,0.0,0.0,False
HYPE,0x136811a0986ba4b6c93e320b63ccf842794f524d,3,0,0.0,1.5,0.0,5.0,0.0,0.0,False
HYPE,0x1383e9edc20455bc3b757a8780634d176aea020e,7,0,0.0,3.5,0.0,6.0,0.0,0.0,False
HYPE,0x138d9b50a9b407c1cd06755c202727492d889dc6,1,0,0.0,6.0,0.0,2.0,0.0,0.0,False
HYPE,0x138dc04fdb219735f066d4d43acfd75ff0c5969a,4,0,0.0,2.4,0.0,5.0,0.0,0.0,False
HYPE,0x139efda37462b28fc5ad7d25acdde195c1d1243d,4,0,0.0,2.4,0.0,5.0,0.0,0.0,False
HYPE,0x141c296ca5a0e49e2e320066f713193e1e4264d4,4,0,0.0,2.4,0.0,4.0,0.0,0.0,False
HYPE,0x1477b9fa19fbb0722fe7fa4733fb9db62f111fb6,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x1488749bf68b3ffe428ae58ab8dec5a13d1cfac5,4,0,0.0,2.8,0.0,4.0,0.0,0.0,False
HYPE,0x14921d2dcbfa3071be65ebb0286aaa9ab363e61a,4,0,0.0,2.0,0.0,3.0,0.0,0.0,False
HYPE,0x14b08a0e3d6a5ec50679249df0f1bd22c573dfef,6,0,0.0,3.0,0.0,5.0,0.0,0.0,False
HYPE,0x14c8f6df7f50b926b864da3be453347625c3490a,6,2,0.3333333333333333,3.5999999999999996,0.0005409791723018664,4.0,0.0,0.0,False
HYPE,0x14ece0a09671244342b5283db13456938e4ef7c1,3,0,0.0,1.7999999999999998,0.0,4.0,0.0,0.0,False
HYPE,0x14f50ffaa83f1f4a7594c39c1866f87e21d2663a,3,1,0.3333333333333333,1.5,0.0002704895861509332,5.0,0.0,0.0,False
HYPE,0x150d30bbd718b90904389b6ede9997ad2c8853d9,4,0,0.0,2.8,0.0,5.0,0.0,0.0,False
HYPE,0x150ddce60c51c83e4197c24fc2628be7357d3c8c,1,0,0.0,224.21,0.0,0.0,0.0,,True
HYPE,0x1516d720ff6d95058f2f6302b1ec46aeda297d42,7,0,0.0,186.9,0.0,5.0,0.0,0.0,False
HYPE,0x15176cd8cc920508bc4d32383bd251f77d3ee989,3,0,0.0,2.19,0.0,0.0,0.0,,True
HYPE,0x15271757b398cd1d3d7cca05c4f7b0c159afa7c2,43,0,0.0,11819.14,0.0,0.0,0.0,,True
HYPE,0x15322a8379d8f24509c80870fa0ccbee9fd4cc99,6,1,0.16666666666666666,3.0,0.0002704895861509332,6.0,0.0,0.0,False
HYPE,0x154d97e96620b08f22b41e96a77dea29da902d6d,8,4,0.5,237.97,0.0010819583446037328,1.0,0.0,0.0,False
HYPE,0x15885e6432647aacbc846e02a8d78b36acb9f896,1,0,0.0,0.5,0.0,4.0,0.0,0.0,False
HYPE,0x15a98cd2f9beaa6d3a469c2c41a2abbb4c30a6cb,3,0,0.0,1.7999999999999998,0.0,4.0,0.0,0.0,False
HYPE,0x15c1ce88c10e2a5da52956086ed10138ffcad7c0,6,0,0.0,3.0,0.0,4.0,0.0,0.0,False
HYPE,0x15eac7eb435b679d1d1ec463fc860dc217da50f4,4,0,0.0,2.0,0.0,5.0,0.0,0.0,False
HYPE,0x15f6d2e7367dcc2b87fafd54f14889208f0cc10a,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x161b8fcb7e2a8f38daa4b075a171b1d816a88911,3,0,0.0,1.7999999999999998,0.0,4.0,0.0,0.0,False
HYPE,0x162cc7c861ebd0c06b3d72319201150482518185,292,41,0.1404109589041096,35466.07,0.011090073032188261,455.0,51.0,0.11208791208791209,False
HYPE,0x1643935a1cdc4a54e93be3370fc97634c8a84ee0,5,0,0.0,2.5,0.0,3.0,0.0,0.0,False
HYPE,0x167d72ab93900f34ace34ad9109c53bf244a6a1e,3,0,0.0,1.7999999999999998,0.0,5.0,0.0,0.0,False
HYPE,0x175224652987c29a8ed56937a0cb68b60645dbb3,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x182bd6da20041d7452ec3173f3a04c7ab7991963,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x186dcf0018a3c0463929efb681c726567286f4cf,5,0,0.0,2.5,0.0,4.0,0.0,0.0,False
HYPE,0x1873202043c99bba71e6157008a551cb79c3b1b9,6,0,0.0,121.17999999999999,0.0,3.0,0.0,0.0,False
HYPE,0x1881934e2d8925664d7b44962afba4fac279693f,4,0,0.0,2.0,0.0,5.0,0.0,0.0,False
HYPE,0x18ab0579b33c7379642d1d0042dc2b136571d44f,1,0,0.0,0.6,0.0,4.0,0.0,0.0,False
HYPE,0x18b71e46d8dc56557c675750a3f06a0c430dcdb7,3,0,0.0,1.7999999999999998,0.0,4.0,0.0,0.0,False
HYPE,0x18d1d34229c4c04de2393ccb72c90af8708c7587,3,1,0.3333333333333333,1.5,0.0002704895861509332,4.0,0.0,0.0,False
HYPE,0x18d987480fed802f9e229cbb75963f1abb92afef,4,1,0.25,2.8,0.0002704895861509332,5.0,0.0,0.0,False
HYPE,0x18e0874740f2c5eeeee9f534a9c03e07d3a33763,4,0,0.0,2.0,0.0,6.0,0.0,0.0,False
HYPE,0x190ed44ac5f47a8b117deedaada1115b08aada73,3,0,0.0,1.5,0.0,5.0,0.0,0.0,False
HYPE,0x1929f6ad2f25f7e9da2aaa7eb552cd08eca6b307,3,1,0.3333333333333333,119.39999999999999,0.0002704895861509332,4.0,0.0,0.0,False
HYPE,0x1932fe080e333c5b07fda595d369362b653cdd4f,4,0,0.0,40.8,0.0,4.0,0.0,0.0,False
HYPE,0x193d016c6a27a46f75cf0f86cbdb9fbff07bd19c,6,0,0.0,3.0,0.0,7.0,0.0,0.0,False
HYPE,0x193dc495e055284050d3f850c7e9188b3c2fa7f9,4,0,0.0,2.0,0.0,5.0,0.0,0.0,False
HYPE,0x19861484ab9e65d5a74d4d1f927d0e76f8e938f8,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x1993f2a23bf8ab8b86428a230bd4d0f9d642212c,4,0,0.0,2.0,0.0,4.0,0.0,0.0,False
HYPE,0x199b200f47bd60f67691cf7fb5f975fbea60d1bc,3,0,0.0,1.5,0.0,3.0,0.0,0.0,False
HYPE,0x199c662e78ba623d423fd0de654bd635c56cfe10,4,0,0.0,2.0,0.0,5.0,0.0,0.0,False
HYPE,0x19e30fb613ff988d1f15e3d862aa3f9ecdf42b96,6,0,0.0,3.0,0.0,6.0,0.0,0.0,False
HYPE,0x1a20743da0210523e86217f1095c4c241eed4c0a,3,0,0.0,2.0999999999999996,0.0,5.0,0.0,0.0,False
HYPE,0x1a274b9c8540bc6c1b0fda82d5a5193bfad94fbb,3,0,0.0,1.5,0.0,3.0,0.0,0.0,False
HYPE,0x1a5b74185b33aefe470934f4ab7c84828d041599,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x1aaf7a820e115b957e3a2deb84dc1bd159905d69,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x1b1a893600c4a47a791ce05e42c2bd14bc4714b6,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x1b2455f5bdff791a25f0a5d771bacfdfd2923e7a,8,0,0.0,4.2,0.0,5.0,0.0,0.0,False
HYPE,0x1b96ba1f56870bef52b6a0b3ccb673359d88ae56,7,0,0.0,3.5,0.0,6.0,0.0,0.0,False
HYPE,0x1bc05661de1c4e88bae78058b8de5e02287db5c7,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x1c0cc01b16c8231696e419d29cf00a7e910c11f0,1,0,0.0,1.21,0.0,0.0,0.0,,True
HYPE,0x1c1083932ea9a1289ad332573c1af99bb6679ff4,15,2,0.13333333333333333,251.63,0.0005409791723018664,9.0,0.0,0.0,False
HYPE,0x1c1c270b573d55b68b3d14722b5d5d401511bed0,25,9,0.36,32.01,0.002434406275358399,3.0,0.0,0.0,False
HYPE,0x1c79ca50a59cc2588f2615f9dd2f71854d573dc1,6,1,0.16666666666666666,3.0,0.0002704895861509332,5.0,0.0,0.0,False
HYPE,0x1cf3e2c4bb42d90ac7f0aac6c86fa835272e2df3,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x1d6a9a0029176815258ce1708294f2a4a0d43f72,6,0,0.0,3.0,0.0,4.0,0.0,0.0,False
HYPE,0x1d87091eb483170de1027b200357423d49971270,4,0,0.0,2.4,0.0,4.0,0.0,0.0,False
HYPE,0x1d8ee558f1d6c2b63e87ea3ac582cdcf5b2adfad,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x1d92e0cd072e8e8688e9fc909d449d723e0ae192,6,0,0.0,3.0,0.0,6.0,0.0,0.0,False
HYPE,0x1d93cb1d94585ef7ed7c61f44859682e8df8ab39,6,0,0.0,3.0,0.0,5.0,0.0,0.0,False
HYPE,0x1dcf493c5c61edd2abfcb07e114913ce8ee7eef4,1,0,0.0,0.5,0.0,3.0,0.0,0.0,False
HYPE,0x1dfd4c9e8c94a7e67452da53e7261ffcf2913e6c,4,1,0.25,2.0,0.0002704895861509332,3.0,0.0,0.0,False
HYPE,0x1e3edcdb28b878f931859576fd7343917f7180af,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x1e4607defd7363c52c0522f4a2b88e5493eeb503,1,0,0.0,0.5,0.0,3.0,0.0,0.0,False
HYPE,0x1e488f05dfeda8c85f3c38b068abf71476c81942,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x1e771e1b95c86491299d6e2a5c3b3842d03b552e,9,0,0.0,1042.31,0.0,0.0,0.0,,True
HYPE,0x1eb4a9c92fe9dd6b5ae70233865f916a0cdc4b1d,7,2,0.2857142857142857,3.5,0.0005409791723018664,5.0,0.0,0.0,False
HYPE,0x1edd97fd0f55cb787a2b81b720054613efa447b1,6,0,0.0,3.5999999999999996,0.0,4.0,0.0,0.0,False
HYPE,0x1eff4ff8b2ed38a5735bb06ed67a9c9b1b43b238,1,0,0.0,0.5,0.0,3.0,0.0,0.0,False
HYPE,0x1f0e196d26beb858d41e1ec44b4933f2498ead8c,6,0,0.0,3.0,0.0,5.0,0.0,0.0,False
HYPE,0x1f0ee7ce3c5dd3b74e57fce569fcdeb9dd068f20,3,0,0.0,1.5,0.0,5.0,0.0,0.0,False
HYPE,0x1f2dd94846ac1e30c9674c909935b704067d56a4,3,0,0.0,1.5,0.0,3.0,0.0,0.0,False
HYPE,0x1f4a991f6ca2741596752ea3ec2c5538d7496d49,4,0,0.0,2.0,0.0,5.0,0.0,0.0,False
HYPE,0x1f628bc31f468c81a276cc0359918c5d9ec6d601,4,0,0.0,2.0,0.0,4.0,0.0,0.0,False
HYPE,0x1fa120f98ce528ae3e2b596d15d58d8ce5a46ecf,4,0,0.0,2.0,0.0,3.0,0.0,0.0,False
HYPE,0x1ff9a59cd8c27f9b1c632bd5470f7848deba66d8,1,0,0.0,0.5,0.0,4.0,0.0,0.0,False
HYPE,0x200c8fb9124b82278bc8606fd438e72098206ec8,6,1,0.16666666666666666,3.5999999999999996,0.0002704895861509332,5.0,0.0,0.0,False
HYPE,0x2025137a136bea7446deba681cbfc7cf1970840e,3,0,0.0,312.59000000000003,0.0,271.0,0.0,0.0,False
HYPE,0x2035b055ca593119af8bd51667e8acf12914fe77,4,0,0.0,2.0,0.0,4.0,0.0,0.0,False
HYPE,0x203807f27648b6cb04262519749e77cc74d32ca4,5,0,0.0,132.60000000000002,0.0,4.0,0.0,0.0,False
HYPE,0x2050ed2ee7cddf66b7ee05e03447c56204a3e512,4,0,0.0,2.4,0.0,6.0,0.0,0.0,False
HYPE,0x20836d22b016ebe75bdb0e22e8b0b1525421d2f1,7,0,0.0,255.32999999999998,0.0,17.0,0.0,0.0,False
HYPE,0x208ac6d36bc7b7d806bc7ab46e771f65ca247be9,3,0,0.0,2.0999999999999996,0.0,5.0,0.0,0.0,False
HYPE,0x209a70d3e84f3d77862f5b50bebadd27b818df09,7,0,0.0,4.2,0.0,5.0,0.0,0.0,False
HYPE,0x20b41e1ead37df52e0e09b37840fa3f53d860173,6,0,0.0,3.0,0.0,5.0,0.0,0.0,False
HYPE,0x20f0f2c500472bba87d9d270aa7f0b1fe281d80f,25,10,0.4,70.57,0.002704895861509332,1.0,0.0,0.0,False
HYPE,0x21038321ce9ebf22ccb063218d38c9cc69944013,4,0,0.0,2.4,0.0,6.0,0.0,0.0,False
HYPE,0x212426f23188e84f2f9eafb07301a97daac94a77,3,0,0.0,132.3,0.0,4.0,0.0,0.0,False
HYPE,0x212cc6456d26c2511558d0613a451e8087ebad1b,4,0,0.0,2.0,0.0,4.0,0.0,0.0,False
HYPE,0x218d48f91008d03e28f7a5cdbb5853259f457834,9,0,0.0,184.8,0.0,7.0,0.0,0.0,False
HYPE,0x21a2b0fcdea50c75092cb69539940ea17942a192,17,1,0.058823529411764705,43.19,0.0002704895861509332,6.0,0.0,0.0,False
HYPE,0x21b5eb0ca859383f7d8b6906cddb115e92e80913,577,185,0.32062391681109187,7767.56,0.05004057343792264,0.0,0.0,,True
HYPE,0x21c7ba1541b1865048700aaed95732dfb1236852,7,0,0.0,3.5,0.0,5.0,0.0,0.0,False
HYPE,0x21ca66408111c006a22d03005dc061d2d0bd4862,3,0,0.0,1.5,0.0,4.0,0.0,0.0,False
HYPE,0x21dce0f35692cbfd8a3b566149cdea1992af2cd6,4,0,0.0,2.4,0.0,5.0,0.0,0.0,False
HYPE,0x21e9cef6d86eb2891de9b1136c0f036a8ec2fa62,4,4,1.0,33.0,0.0010819583446037328,0.0,0.0,,True
HYPE,0x21f8111a9f7ea723837a22de98fe65a5a9234448,4,1,0.25,2.0,0.0002704895861509332,4.0,0.0,0.0,False
HYPE,0x21ff1b48bd358698bfdf853e71cafb761b5d2b7d,2,1,0.5,4.32,0.0002704895861509332,2.0,0.0,0.0,False
HYPE,0x22046b8d7334ac32365c571d719201b31ad00f9a,5,0,0.0,472.26,0.0,0.0,0.0,,True
HYPE,0x2263d32c7fd0789753ba74de661347cc0a02e095,4,0,0.0,2.4,0.0,5.0,0.0,0.0,False
HYPE,0x2272e3c16355e68abcd62969464af6be94940b24,7,1,0.14285714285714285,3.5,0.0002704895861509332,6.0,0.0,0.0,False
HYPE,0x229c6b86a5c9f9bcb33edf03bd260adfaaa0c3c3,3,0,0.0,2.0999999999999996,0.0,4.0,0.0,0.0,False
